0	0	29496	34114	37228	
1	0	29832	34104	37248	
2	0	30136	34120	37260	
3	0	30360	34128	37224	
4	0	30436	34120	37216	
5	0	30320	34136	37248	
6	0	30016	34136	37216	
7	0	29556	34132	37240	
8	0	29008	34140	37264	
9	0	28492	34144	37216	
10	0	28044	34144	37220	
11	0	27652	34120	37248	
12	0	27324	34152	37256	
13	0	26976	34152	37248	
14	0	26604	34140	37236	
15	0	26176	34152	37240	
16	0	25664	34116	37224	
17	0	25056	34148	37244	
18	0	24341	34144	37244	
19	0	23564	34152	37240	
20	0	22780	34136	37232	
21	0	22048	34120	37252	
22	0	21384	34136	37224	
23	0	20730	34132	37232	
24	0	20074	34140	37220	
25	0	19400	34132	37240	
26	0	18700	34144	37264	
27	0	17980	34132	37248	
28	0	17280	34148	37276	
29	0	16648	34140	37316	
30	0	16112	34152	37316	
31	0	15688	34152	37344	
32	0	15368	34160	37348	
33	0	15096	34168	37320	
34	0	14852	34180	37388	
35	0	14580	34196	37396	
36	0	14306	34376	37660	
37	0	14000	33896	36980	
38	0	13660	34896	38318	
39	0	13316	34090	37352	
40	0	12972	33464	37296	
41	0	12620	34996	38652	
42	0	12240	34876	37920	
43	0	11857	34812	38064	
44	0	11498	34488	37892	
45	0	11148	34352	37612	
46	0	10836	34140	37584	
47	0	10508	33972	37396	
48	0	10164	33992	37304	
49	0	9828	34200	37580	
50	0	9488	34404	37624	
51	0	9142	34408	37620	
52	0	8808	34404	37564	
53	0	8496	34288	37416	
54	0	8248	34258	37168	
55	0	8052	34224	37040	
56	0	7890	34240	36968	
57	0	7721	34218	36920	
58	0	7522	34168	36824	
59	0	7273	34056	36808	
60	0	6982	33872	36860	
61	0	6666	33880	37064	
62	0	6358	33920	37164	
63	0	6083	33876	37160	
64	0	5848	33840	37100	
65	0	5660	33808	37064	
66	0	5525	33836	37060	
67	0	5467	33848	37060	
68	0	5424	33820	37060	
69	0	5408	33756	37060	
70	0	5403	33664	37044	
71	0	5416	33584	37040	
72	0	5466	33604	37128	
73	0	5568	33652	37264	
74	0	5749	33728	37372	
75	0	5971	33744	37492	
76	0	6204	33704	37512	
77	0	6453	33680	37544	
78	0	6688	33612	37496	
79	0	6928	33560	37488	
80	0	7162	33456	37516	
81	0	7390	33452	37552	
82	0	7620	33488	37572	
83	0	7814	33496	37500	
84	0	8010	33508	37456	
85	0	8156	33564	37376	
86	0	8246	33576	37240	
87	0	8301	33604	37124	
88	0	8288	33636	36952	
89	0	8221	33736	36900	
90	0	8092	33788	36912	
91	0	7951	33804	36884	
92	0	7796	33824	36912	
93	0	7648	33840	37052	
94	0	7508	33868	37164	
95	0	7357	33884	37240	
96	0	7192	33844	37272	
97	0	7052	33816	37264	
98	0	6934	33736	37284	
99	0	6888	33712	37312	
100	0	6876	33704	37400	
101	0	6894	33720	37456	
102	0	6917	33712	37528	
103	0	6944	33776	37600	
104	0	6994	33824	37696	
105	0	7060	33884	37704	
106	0	7136	33868	37592	
107	0	7208	33864	37464	
108	0	7250	33848	37296	
